"audio","avg_rt","correct_button_mouse","correct_mouse","correct_response","count_end_of_experiment","count_experimental_loop","count_logger","count_mouse","count_stimuli","count_trial_sequence","datetime","disable_garbage_collection","downleft_animal","downright_animal","initiation_time","initiation_time_mouse","live_row","live_row_block_loop","live_row_experimental_loop","opensesame_version","response","response_end_of_experiment","response_instructions","response_mouse","response_time","response_time_end_of_experiment","response_time_instructions","response_time_mouse","round_decimals","subject_nr","subject_parity","time_block_loop","time_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_fixation","time_instructions","time_logger","time_mouse","time_new_inline_script","time_stimuli","time_trial_sequence","timestamps_mouse","title","total_correct","total_response_time","total_responses","uniform_coordinates","upleft_animal","upright_animal","width","xpos_mouse","ypos_mouse"
"crocodille","undefined","upleft_animal","0","upleft_animal","0","0","0","0","0","0","Thu Oct  5 09:23:59 2023","yes","elephant","beaver","918.2325409999521","918.2325409999521","0","0","0","4.0.1","upleft_button","NA","n","upleft_button","1408.9231250000012","NA","9665.282875000003","1408.9231250000012","2","13","odd","11271.37966600003","11271.266208000043","NA","1584.726708000062","11270.814708000216","11317.65333300018","1597.8801250000743","12934.132416000011","11522.04258300003","NA","11521.981916000186","11309.252750000041","[11524.035125000182, 11534.197666000182, 11544.307500000059, 11554.392708000023, 11564.486000000215, 11574.571708000121, 11584.659500000043, 11594.759041000088, 11604.845875000137, 11614.937208000129, 11625.03162500002, 11635.123958000122, 11645.207791000075, 11655.28862500014, 11665.368583000145, 11675.447500000018, 11685.523083000135, 11695.625625000048, 11705.702708000217, 11715.797916000156, 11725.879791000125, 11735.955208000178, 11746.044250000068, 11756.140082999991, 11766.234791000215, 11776.323333000164, 11786.40729100016, 11796.483625000064, 11806.569333000198, 11816.668583000137, 11826.74570800009, 11836.839208000129, 11846.937582999999, 11857.048500000019, 11867.148875000112, 11877.242582999997, 11887.336041000026, 11897.420666000016, 11907.520416000125, 11917.598791000046, 11927.690583000185, 11937.788333000071, 11947.861625000087, 11957.95483300003, 11968.042416000117, 11978.116291000106, 11988.191458000074, 11998.28883300006, 12008.365458000071, 12018.461333000005, 12028.536583000005, 12038.624041000048, 12048.702166000112, 12058.783000000176, 12068.864791000124, 12078.966416000185, 12089.061583000102, 12099.149333000014, 12109.23470800003, 12119.309250000015, 12129.395666000164, 12139.495208000199, 12149.594875000048, 12159.686749999992, 12169.782666000174, 12179.883291000124, 12189.975166000067, 12200.078083000108, 12210.160333000204, 12220.262375000175, 12230.361166000193, 12240.445416000057, 12250.542458000155, 12260.621541000091, 12270.69629100015, 12280.779791000214, 12290.86283300012, 12300.956500000211, 12311.059500000056, 12321.140916000104, 12331.247291000182, 12341.33445800012, 12351.415166000152, 12361.516291000044, 12371.613375000152, 12381.70187500009, 12391.801541000177, 12401.883291000104, 12411.984500000017, 12422.077790999992, 12432.17879100007, 12442.267666000134, 12452.640083000006, 12462.754750000158, 12472.856541000056, 12482.965291000028, 12493.095083000071, 12503.205791000028, 12513.326708000022, 12523.447833000091, 12533.564708000085, 12543.6682080001, 12553.772625000192, 12563.885291000133, 12573.988875000168, 12584.092041000076, 12594.201458000043, 12604.307583000036, 12614.411000000018, 12624.507375000121, 12634.612666000066, 12644.71175000017, 12654.800500000192, 12664.896833000057, 12674.980916000095, 12685.08445800012, 12695.161875000167, 12705.251166000153, 12715.335416000016, 12725.437041000077, 12735.522375000073, 12745.624291000013, 12755.716583000094, 12765.802541000085, 12775.898583000071, 12785.981875000061, 12796.065375000126, 12806.165166000028, 12816.301625000051, 12826.397333000159, 12836.485791000086, 12846.570165999992, 12856.673166000064, 12866.762208000182, 12876.874041000065, 12886.969166000199, 12897.072250000065, 12907.186583000112, 12917.275375000145, 12927.366290999998, 12932.958250000183]","Extended template","0","0","0","yes","crocodille","tiger","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -2.0, -7.0, -13.0, -44.0, -65.0, -87.0, -112.0, -158.0, -169.0, -188.0, -204.0, -221.0, -229.0, -236.0, -241.0, -245.0, -248.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -249.0, -255.0, -261.0, -269.0, -282.0, -287.0, -298.0, -302.0, -315.0, -317.0, -321.0, -323.0, -325.0]","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -5.0, -11.0, -20.0, -31.0, -56.0, -63.0, -77.0, -90.0, -105.0, -114.0, -121.0, -126.0, -134.0, -140.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -143.0, -148.0, -154.0, -162.0, -179.0, -186.0, -201.0, -208.0, -228.0, -231.0, -236.0, -240.0, -241.0]"
"giraffe","undefined","downright_button","1","downright_button","0","0","1","1","1","1","Thu Oct  5 09:23:59 2023","yes","lion","giraffe","252.4892500000533","252.4892500000533","1","1","0","4.0.1","downright_button","NA","n","downright_button","1554.4043339998552","NA","9665.282875000003","1554.4043339998552","2","13","odd","11271.37966600003","11271.266208000043","NA","1584.726708000062","11270.814708000216","13023.980708000181","1597.8801250000743","14784.747207999999","13228.281166000215","NA","13228.24162500001","13018.664916000034","[13229.350916000158, 13239.485708000075, 13249.578125000198, 13259.68283300017, 13269.76920800007, 13279.853500000172, 13289.940999999999, 13300.025791000053, 13310.126416000003, 13320.211958000073, 13330.300666000085, 13340.380500000038, 13350.46616600016, 13360.557291000077, 13370.66470800005, 13380.750750000061, 13390.849958000217, 13400.959375000184, 13411.055666000038, 13421.167083, 13431.302333000076, 13441.422541000065, 13451.537458000075, 13461.624291000135, 13471.719291, 13481.840166000211, 13491.948083000125, 13502.065958000003, 13512.161541000069, 13522.281708000037, 13532.376416000034, 13542.473583000174, 13552.587666000136, 13562.724333000006, 13572.815916000081, 13582.928916000128, 13593.053833000113, 13603.15795800011, 13613.267583000152, 13623.385583000072, 13633.49104100007, 13643.604916000186, 13653.695583000172, 13663.77916600004, 13673.870208000153, 13683.98854100019, 13694.085458000018, 13704.173625000067, 13714.27400000016, 13724.364874999992, 13734.45033300004, 13744.56345800013, 13754.668583000011, 13764.775666000105, 13774.879375000182, 13784.995707999997, 13795.090708000089, 13805.210166000052, 13815.326083000173, 13825.429000000213, 13835.525250000046, 13845.625541000118, 13855.722166000078, 13865.821250000181, 13875.906083000018, 13886.007416000211, 13896.091375000196, 13906.17829100006, 13916.296958000203, 13926.403125000206, 13936.49670800005, 13946.60004100001, 13956.720333000021, 13966.810208000197, 13976.917583000159, 13987.009875000012, 13997.109833000195, 14007.227750000084, 14017.32870800015, 14027.413500000193, 14037.536458000204, 14047.631875000206, 14057.721208000203, 14067.813208000189, 14077.922041000193, 14088.035583000192, 14098.149000000149, 14108.233625000139, 14118.357583000034, 14128.439666000077, 14138.541916000122, 14148.632000000134, 14158.741833000022, 14168.837166000003, 14178.917083000215, 14189.024333000134, 14199.119500000052, 14209.19916600019, 14219.284875000085, 14229.365208000218, 14239.464291000104, 14249.552916000084, 14259.64850000014, 14269.735291000188, 14279.834416000085, 14289.9402500002, 14300.04491600016, 14310.143708000169, 14320.251333000215, 14330.344500000137, 14340.43725000015, 14350.546916000212, 14360.666000000037, 14370.763916000215, 14380.871541000033, 14390.971916000126, 14401.09150000012, 14411.204666000003, 14421.311125000102, 14431.423875000064, 14441.51720800005, 14451.605250000057, 14461.691625000185, 14471.800583000004, 14481.90016600006, 14492.009666000058, 14502.089125000111, 14512.172875000033, 14522.265166000125, 14532.354833, 14542.447541000001, 14552.553875000058, 14562.63687500018, 14572.725166000055, 14582.817458000136, 14592.902208000169, 14602.980125000158, 14613.070416000028, 14623.171375000084, 14633.272208000108, 14643.355541000119, 14653.472458000124, 14663.640583000188, 14673.736458000121, 14683.85308300003, 14693.94837499999, 14704.055708000169, 14714.143708000165, 14724.256875000037, 14734.357125000088, 14744.471958000076, 14754.556833000152, 14764.65429100017, 14774.763416000042, 14783.755250000013]","Extended template","0","0","0","yes","elephant","beaver","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 25.0, 40.0, 48.0, 56.0, 61.0, 66.0, 69.0, 70.0, 71.0, 72.0, 73.0, 73.0, 73.0, 73.0, 73.0, 73.0, 72.0, 71.0, 69.0, 67.0, 62.0, 52.0, 45.0, 37.0, 30.0, 21.0, 17.0, 13.0, 13.0, 9.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 9.0, 10.0, 11.0, 17.0, 21.0, 26.0, 32.0, 54.0, 66.0, 82.0, 99.0, 143.0, 165.0, 187.0, 195.0, 212.0, 221.0, 223.0, 227.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 231.0, 234.0, 236.0, 239.0, 242.0, 248.0, 251.0, 254.0, 257.0, 260.0, 264.0, 266.0, 269.0, 276.0, 281.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 286.0, 289.0, 293.0, 303.0, 314.0, 325.0, 336.0, 350.0, 358.0, 361.0, 366.0, 371.0, 372.0, 372.0]","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 9.0, 18.0, 28.0, 33.0, 39.0, 44.0, 49.0, 51.0, 53.0, 54.0, 56.0, 56.0, 56.0, 57.0, 57.0, 57.0, 57.0, 57.0, 56.0, 54.0, 52.0, 49.0, 38.0, 31.0, 21.0, 12.0, -1.0, -8.0, -13.0, -16.0, -23.0, -25.0, -27.0, -28.0, -29.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -29.0, -29.0, -27.0, -26.0, -20.0, -17.0, -12.0, -6.0, 15.0, 25.0, 39.0, 56.0, 96.0, 117.0, 138.0, 146.0, 165.0, 175.0, 178.0, 184.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 194.0, 195.0, 196.0, 197.0, 199.0, 200.0, 201.0, 203.0, 206.0, 208.0, 210.0, 219.0, 224.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 231.0, 233.0, 236.0, 242.0, 247.0, 253.0, 259.0, 266.0, 269.0, 271.0, 273.0, 276.0, 276.0, 277.0]"
"monkey","undefined","upright_animal","0","upright_animal","0","0","2","2","2","2","Thu Oct  5 09:23:59 2023","yes","dog","elephant","252.67004199986332","252.67004199986332","2","2","0","4.0.1","upright_button","NA","n","upright_button","2188.5864999999285","NA","9665.282875000003","2188.5864999999285","2","13","odd","11271.37966600003","11271.266208000043","NA","1584.726708000062","11270.814708000216","14854.830041000014","1597.8801250000743","17249.075916000038","15058.515291000049","NA","15058.43562500013","14849.948208000114","[15059.498333000192, 15069.627208000156, 15079.761082999994, 15089.85362500016, 15099.94758300013, 15110.051083000144, 15120.148625000184, 15130.253541000002, 15140.349750000041, 15150.464791000104, 15160.562000000027, 15170.67566600008, 15180.783166000083, 15190.876333000006, 15200.982041000088, 15211.09795800021, 15221.216583000114, 15231.348083000057, 15241.464790999999, 15251.556625000148, 15261.647625000023, 15271.74725000009, 15281.839125000033, 15291.948916000138, 15302.048541000204, 15312.168375000056, 15322.276208000176, 15332.375875000025, 15342.466750000085, 15352.560833000098, 15362.650750000057, 15372.752750000018, 15382.850166000026, 15392.939125000112, 15403.029166000124, 15413.140208000186, 15423.254666000048, 15433.370958000069, 15443.484291000004, 15453.600708000067, 15463.71483300004, 15473.811291000175, 15483.917333000136, 15494.037958000035, 15504.159958000173, 15514.263500000197, 15524.369291000085, 15534.48800000001, 15544.604916000026, 15554.725291000068, 15564.838291000115, 15574.941416000001, 15585.054916000217, 15595.143624999992, 15605.236166000168, 15615.320750000137, 15625.419666000198, 15635.525333000032, 15645.62504100013, 15655.71008300003, 15665.805916000181, 15675.893583000061, 15686.00175000006, 15696.090249999997, 15706.171083000072, 15716.283000000203, 15726.379208000026, 15736.478583000007, 15746.562750000066, 15756.649583000126, 15766.736541, 15776.832208000087, 15786.912375000156, 15797.00554100009, 15807.099166000171, 15817.200541000147, 15827.302416000066, 15837.413375000096, 15847.501916000056, 15857.598041000074, 15867.687750000186, 15877.78095800013, 15887.870250000105, 15897.965125000155, 15908.0620000002, 15918.141416000026, 15928.235375000213, 15938.32687500003, 15948.40533300021, 15958.495958000185, 15968.589333000182, 15978.698750000149, 15988.775875000101, 15998.864916000002, 16008.963166000058, 16019.044083000153, 16029.13208300015, 16039.210208000213, 16049.315916000069, 16059.399083000017, 16069.477750000033, 16079.554166000207, 16089.663625000185, 16099.749416000122, 16109.831625000197, 16119.91145800016, 16130.009875000042, 16140.110291000155, 16150.198708000062, 16160.296958000117, 16170.396166000046, 16180.49795800016, 16190.58658300014, 16200.685291000127, 16210.79012500013, 16220.88900000017, 16230.973291000055, 16241.062750000083, 16251.161333000027, 16261.242583000012, 16271.34229100011, 16281.450708000193, 16291.543000000047, 16301.652833000162, 16311.735375000126, 16321.82687500017, 16331.930791000104, 16342.024041000059, 16352.111874999991, 16362.236000000166, 16372.329833000094, 16382.426625000107, 16392.503083000065, 16402.610125000137, 16412.705708000205, 16422.813041000154, 16432.891583000128, 16443.000583000183, 16453.09954100003, 16463.19708300007, 16473.302500000045, 16483.401208000032, 16493.489458000113, 16503.582041000074, 16513.676083000064, 16523.7638330002, 16533.84862500002, 16543.951375000004, 16554.035916000204, 16564.120000000003, 16574.233750000076, 16584.32266600016, 16594.40720800012, 16604.483500000017, 16614.561541000057, 16624.643000000106, 16634.729791000154, 16644.824040999993, 16654.926165999997, 16665.008916000035, 16675.11116600008, 16685.212583000066, 16695.31254100002, 16705.39454100003, 16715.488499999992, 16725.583416000063, 16735.67204100004, 16745.777208000163, 16755.881000000045, 16765.979625, 16776.069041000028, 16786.16145800015, 16796.266541000023, 16806.377583000085, 16816.474541000163, 16826.56658300016, 16836.66758300001, 16846.757958000126, 16856.860833000155, 16866.942291000214, 16877.042083000106, 16887.12725000005, 16897.239791000175, 16907.341833000144, 16917.44937500016, 16927.547583000203, 16937.666416000182, 16947.768583000197, 16957.864666000205, 16967.98204100014, 16978.099791000204, 16988.209375, 16998.320958000022, 17008.411625000008, 17018.513541000175, 17028.627333000033, 17038.717333000022, 17048.828833000014, 17058.918000000176, 17069.034125000144, 17079.16566600011, 17089.259833000142, 17099.37416600019, 17109.47108300002, 17119.581208, 17129.66545800009, 17139.758666000034, 17149.876875000016, 17159.960458000114, 17170.04983300012, 17180.14683300021, 17190.250500000046, 17200.36516600021, 17210.474500000146, 17220.567500000016, 17230.683250000082, 17240.78691600016, 17248.08483300012]","Extended template","0","0","0","yes","crocodille","monkey","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, -8.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -10.0, -8.0, -6.0, -2.0, 1.0, 3.0, 6.0, 11.0, 13.0, 15.0, 17.0, 20.0, 21.0, 22.0, 23.0, 24.0, 24.0, 24.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 34.0, 42.0, 53.0, 65.0, 122.0, 153.0, 171.0, 204.0, 270.0, 298.0, 309.0, 333.0, 357.0, 370.0, 373.0, 380.0, 389.0, 391.0, 392.0, 392.0, 393.0, 393.0, 393.0, 393.0, 392.0, 391.0, 388.0, 385.0, 377.0, 372.0, 368.0, 366.0, 360.0, 358.0, 356.0, 356.0]","[0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -5.0, -8.0, -9.0, -10.0, -10.0, -10.0, -10.0, -10.0, -9.0, -7.0, -5.0, -2.0, 4.0, 7.0, 11.0, 15.0, 21.0, 23.0, 26.0, 28.0, 31.0, 33.0, 34.0, 34.0, 36.0, 36.0, 36.0, 36.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 36.0, 19.0, 7.0, -5.0, -19.0, -73.0, -100.0, -112.0, -136.0, -176.0, -192.0, -197.0, -210.0, -223.0, -230.0, -232.0, -236.0, -241.0, -242.0, -243.0, -244.0, -244.0, -244.0, -244.0, -244.0, -244.0, -244.0, -244.0, -244.0, -242.0, -242.0, -241.0, -241.0, -241.0, -241.0, -241.0, -241.0]"
